year,month,date_of_month,day_of_week,Date,births
2006,1,11,3,1/11/2006,12844
2006,1,12,4,1/12/2006,13309
2006,1,13,5,1/13/2006,11994
2006,1,14,6,1/14/2006,8628
2006,1,15,7,1/15/2006,7312
2006,1,16,1,1/16/2006,11477
2006,1,17,2,1/17/2006,13018
2006,1,18,3,1/18/2006,13079
2006,1,19,4,1/19/2006,13125
2006,1,20,5,1/20/2006,13040
2006,1,21,6,1/21/2006,8408
2006,1,22,7,1/22/2006,7442
2006,1,23,1,1/23/2006,12102
2006,1,24,2,1/24/2006,12983
2006,1,25,3,1/25/2006,12911
2006,1,26,4,1/26/2006,13044
2006,1,27,5,1/27/2006,12917
2006,1,28,6,1/28/2006,8439
2006,1,29,7,1/29/2006,7572
2006,1,30,1,1/30/2006,12150
2006,1,31,2,1/31/2006,12945
2006,2,1,3,2/1/2006,12960
2006,2,2,4,2/2/2006,13231
2006,2,3,5,2/3/2006,13089
2006,2,4,6,2/4/2006,8647
2006,2,5,7,2/5/2006,7506
2006,2,6,1,2/6/2006,12302
2006,2,7,2,2/7/2006,13555
2006,2,8,3,2/8/2006,13057
2006,2,9,4,2/9/2006,13232
2006,2,10,5,2/10/2006,13298
2006,2,11,6,2/11/2006,8702
2006,2,12,7,2/12/2006,7404
2006,2,13,1,2/13/2006,11955
2006,2,14,2,2/14/2006,13886
2006,2,15,3,2/15/2006,13424
2006,2,16,4,2/16/2006,13303
2006,2,17,5,2/17/2006,13218
2006,2,18,6,2/18/2006,8738
2006,2,19,7,2/19/2006,7577
2006,2,20,1,2/20/2006,11466
2006,2,21,2,2/21/2006,13172
2006,2,22,3,2/22/2006,13341
2006,2,23,4,2/23/2006,13280
2006,2,24,5,2/24/2006,12832
2006,2,25,6,2/25/2006,8557
2006,2,26,7,2/26/2006,7400
2006,2,27,1,2/27/2006,12080
2006,2,28,2,2/28/2006,13223
2006,3,1,3,3/1/2006,13422
2006,3,2,4,3/2/2006,13210
2006,3,3,5,3/3/2006,13212
2006,3,4,6,3/4/2006,8682
2006,3,5,7,3/5/2006,7440
2006,3,6,1,3/6/2006,12361
2006,3,7,2,3/7/2006,13248
2006,3,8,3,3/8/2006,13427
2006,3,9,4,3/9/2006,13305
2006,3,10,5,3/10/2006,13162
2006,3,11,6,3/11/2006,8602
2006,3,12,7,3/12/2006,7558
2006,3,13,1,3/13/2006,11742
2006,3,14,2,3/14/2006,13358
2006,3,15,3,3/15/2006,13183
2006,3,16,4,3/16/2006,13125
2006,3,17,5,3/17/2006,13003
2006,3,18,6,3/18/2006,8757
2006,3,19,7,3/19/2006,7355
2006,3,20,1,3/20/2006,12335
2006,3,21,2,3/21/2006,13378
2006,3,22,3,3/22/2006,13027
2006,3,23,4,3/23/2006,13042
2006,3,24,5,3/24/2006,12874
2006,3,25,6,3/25/2006,8381
2006,3,26,7,3/26/2006,7403
2006,3,27,1,3/27/2006,12095
2006,3,28,2,3/28/2006,13246
2006,3,29,3,3/29/2006,13114
2006,3,30,4,3/30/2006,13067
2006,3,31,5,3/31/2006,12406
2006,4,1,6,4/1/2006,8268
2006,4,2,7,4/2/2006,7271
2006,4,3,1,4/3/2006,12398
2006,4,4,2,4/4/2006,13287
2006,4,5,3,4/5/2006,13348
2006,4,6,4,4/6/2006,13069
2006,4,7,5,4/7/2006,12922
2006,4,8,6,4/8/2006,8333
2006,4,9,7,4/9/2006,7314
2006,4,10,1,4/10/2006,12233
2006,4,11,2,4/11/2006,13504
2006,4,12,3,4/12/2006,13120
2006,4,13,4,4/13/2006,12853
2006,4,14,5,4/14/2006,12139
2006,4,15,6,4/15/2006,8227
2006,4,16,7,4/16/2006,7030
2006,4,17,1,4/17/2006,11897
2006,4,18,2,4/18/2006,13415
2006,4,19,3,4/19/2006,12979
2006,4,20,4,4/20/2006,13157
2006,4,21,5,4/21/2006,12776
2006,4,22,6,4/22/2006,8397
2006,4,23,7,4/23/2006,7141
2006,4,24,1,4/24/2006,12164
2006,4,25,2,4/25/2006,13238
2006,4,26,3,4/26/2006,13011
2006,4,27,4,4/27/2006,13120
2006,4,28,5,4/28/2006,12562
2006,4,29,6,4/29/2006,8287
2006,4,30,7,4/30/2006,7127
2006,5,1,1,5/1/2006,12248
2006,5,2,2,5/2/2006,13242
2006,5,3,3,5/3/2006,13059
2006,5,4,4,5/4/2006,12941
2006,5,5,5,5/5/2006,12983
2006,5,6,6,5/6/2006,8297
2006,5,7,7,5/7/2006,7343
2006,5,8,1,5/8/2006,12355
2006,5,9,2,5/9/2006,13100
2006,5,10,3,5/10/2006,13079
2006,5,11,4,5/11/2006,12921
2006,5,12,5,5/12/2006,12685
2006,5,13,6,5/13/2006,8260
2006,5,14,7,5/14/2006,7288
2006,5,15,1,5/15/2006,12476
2006,5,16,2,5/16/2006,13630
2006,5,17,3,5/17/2006,13444
2006,5,18,4,5/18/2006,13274
2006,5,19,5,5/19/2006,12731
2006,5,20,6,5/20/2006,8624
2006,5,21,7,5/21/2006,7473
2006,5,22,1,5/22/2006,12775
2006,5,23,2,5/23/2006,13827
2006,5,24,3,5/24/2006,13544
2006,5,25,4,5/25/2006,14074
2006,5,26,5,5/26/2006,13355
2006,5,27,6,5/27/2006,8883
2006,5,28,7,5/28/2006,7651
2006,5,29,1,5/29/2006,8099
2006,5,30,2,5/30/2006,13051
2006,5,31,3,5/31/2006,14189
2006,6,1,4,6/1/2006,14257
2006,6,2,5,6/2/2006,13772
2006,6,3,6,6/3/2006,8878
2006,6,4,7,6/4/2006,7834
2006,6,5,1,6/5/2006,13004
2006,6,6,2,6/6/2006,11661
2006,6,7,3,6/7/2006,13693
2006,6,8,4,6/8/2006,14137
2006,6,9,5,6/9/2006,13203
2006,6,10,6,6/10/2006,8619
2006,6,11,7,6/11/2006,7653
2006,6,12,1,6/12/2006,12652
2006,6,13,2,6/13/2006,13378
2006,6,14,3,6/14/2006,13800
2006,6,15,4,6/15/2006,13765
2006,6,16,5,6/16/2006,13461
2006,6,17,6,6/17/2006,8892
2006,6,18,7,6/18/2006,7902
2006,6,19,1,6/19/2006,12869
2006,6,20,2,6/20/2006,14021
2006,6,21,3,6/21/2006,13586
2006,6,22,4,6/22/2006,13722
2006,6,23,5,6/23/2006,13136
2006,6,24,6,6/24/2006,8740
2006,6,25,7,6/25/2006,7727
2006,6,26,1,6/26/2006,12660
2006,6,27,2,6/27/2006,14119
2006,6,28,3,6/28/2006,14246
2006,6,29,4,6/29/2006,14218
2006,6,30,5,6/30/2006,14010
2006,7,1,6,7/1/2006,9285
2006,7,2,7,7/2/2006,7817
2006,7,3,1,7/3/2006,11867
2006,7,4,2,7/4/2006,9083
2006,7,5,3,7/5/2006,13124
2006,7,6,4,7/6/2006,15007
2006,7,7,5,7/7/2006,14580
2006,7,8,6,7/8/2006,9526
2006,7,9,7,7/9/2006,8088
2006,7,10,1,7/10/2006,13306
2006,7,11,2,7/11/2006,14413
2006,7,12,3,7/12/2006,13919
2006,7,13,4,7/13/2006,13926
2006,7,14,5,7/14/2006,14174
2006,7,15,6,7/15/2006,9477
2006,7,16,7,7/16/2006,8150
2006,7,17,1,7/17/2006,13454
2006,7,18,2,7/18/2006,14456
2006,7,19,3,7/19/2006,14019
2006,7,20,4,7/20/2006,14239
2006,7,21,5,7/21/2006,14195
2006,7,22,6,7/22/2006,9219
2006,7,23,7,7/23/2006,8156
2006,7,24,1,7/24/2006,13075
2006,7,25,2,7/25/2006,14387
2006,7,26,3,7/26/2006,14093
2006,7,27,4,7/27/2006,14270
2006,7,28,5,7/28/2006,13912
2006,7,29,6,7/29/2006,9332
2006,7,30,7,7/30/2006,8105
2006,7,31,1,7/31/2006,12791
2006,8,1,2,8/1/2006,14537
2006,8,2,3,8/2/2006,14114
2006,8,3,4,8/3/2006,14093
2006,8,4,5,8/4/2006,13899
2006,8,5,6,8/5/2006,9441
2006,8,6,7,8/6/2006,7881
2006,8,7,1,8/7/2006,13112
2006,8,8,2,8/8/2006,14507
2006,8,9,3,8/9/2006,14277
2006,8,10,4,8/10/2006,14331
2006,8,11,5,8/11/2006,13975
2006,8,12,6,8/12/2006,9401
2006,8,13,7,8/13/2006,7979
2006,8,14,1,8/14/2006,13313
2006,8,15,2,8/15/2006,14570
2006,8,16,3,8/16/2006,14330
2006,8,17,4,8/17/2006,14355
2006,8,18,5,8/18/2006,13864
2006,8,19,6,8/19/2006,9509
2006,8,20,7,8/20/2006,8217
2006,8,21,1,8/21/2006,13236
2006,8,22,2,8/22/2006,14433
2006,8,23,3,8/23/2006,14360
2006,8,24,4,8/24/2006,14109
2006,8,25,5,8/25/2006,13921
2006,8,26,6,8/26/2006,9313
2006,8,27,7,8/27/2006,8144
2006,8,28,1,8/28/2006,13433
2006,8,29,2,8/29/2006,14688
2006,8,30,3,8/30/2006,14466
2006,8,31,4,8/31/2006,14391
2006,9,1,5,9/1/2006,14458
2006,9,2,6,9/2/2006,9426
2006,9,3,7,9/3/2006,8162
2006,9,4,1,9/4/2006,8298
2006,9,5,2,9/5/2006,13654
2006,9,6,3,9/6/2006,15391
2006,9,7,4,9/7/2006,15454
2006,9,8,5,9/8/2006,15018
2006,9,9,6,9/9/2006,9759
2006,9,10,7,9/10/2006,8407
2006,9,11,1,9/11/2006,12868
2006,9,12,2,9/12/2006,15078
2006,9,13,3,9/13/2006,14769
2006,9,14,4,9/14/2006,15099
2006,9,15,5,9/15/2006,14762
2006,9,16,6,9/16/2006,9648
2006,9,17,7,9/17/2006,8701
2006,9,18,1,9/18/2006,13958
2006,9,19,2,9/19/2006,15205
2006,9,20,3,9/20/2006,14850
2006,9,21,4,9/21/2006,14965
2006,9,22,5,9/22/2006,14708
2006,9,23,6,9/23/2006,9815
2006,9,24,7,9/24/2006,8371
2006,9,25,1,9/25/2006,13740
2006,9,26,2,9/26/2006,14912
2006,9,27,3,9/27/2006,14465
2006,9,28,4,9/28/2006,14281
2006,9,29,5,9/29/2006,13828
2006,9,30,6,9/30/2006,9154
2006,10,1,7,10/1/2006,8263
2006,10,2,1,10/2/2006,13109
2006,10,3,2,10/3/2006,14550
2006,10,4,3,10/4/2006,14214
2006,10,5,4,10/5/2006,14212
2006,10,6,5,10/6/2006,13829
2006,10,7,6,10/7/2006,9015
2006,10,8,7,10/8/2006,7940
2006,10,9,1,10/9/2006,12796
2006,10,10,2,10/10/2006,14480
2006,10,11,3,10/11/2006,14086
2006,10,12,4,10/12/2006,13985
2006,10,13,5,10/13/2006,12628
2006,10,14,6,10/14/2006,8804
2006,10,15,7,10/15/2006,7757
2006,10,16,1,10/16/2006,12873
2006,10,17,2,10/17/2006,14304
2006,10,18,3,10/18/2006,13877
2006,10,19,4,10/19/2006,13648
2006,10,20,5,10/20/2006,13327
2006,10,21,6,10/21/2006,8803
2006,10,22,7,10/22/2006,7805
2006,10,23,1,10/23/2006,12836
2006,10,24,2,10/24/2006,14153
2006,10,25,3,10/25/2006,13751
2006,10,26,4,10/26/2006,13974
2006,10,27,5,10/27/2006,13374
2006,10,28,6,10/28/2006,8789
2006,10,29,7,10/29/2006,7974
2006,10,30,1,10/30/2006,12465
2006,10,31,2,10/31/2006,12064
2006,11,1,3,11/1/2006,13969
2006,11,2,4,11/2/2006,13920
2006,11,3,5,11/3/2006,13589
2006,11,4,6,11/4/2006,8787
2006,11,5,7,11/5/2006,7957
2006,11,6,1,11/6/2006,12893
2006,11,7,2,11/7/2006,13779
2006,11,8,3,11/8/2006,13798
2006,11,9,4,11/9/2006,13783
2006,11,10,5,11/10/2006,13571
2006,11,11,6,11/11/2006,8807
2006,11,12,7,11/12/2006,7650
2006,11,13,1,11/13/2006,12546
2006,11,14,2,11/14/2006,14229
2006,11,15,3,11/15/2006,13881
2006,11,16,4,11/16/2006,14073
2006,11,17,5,11/17/2006,14158
2006,11,18,6,11/18/2006,8844
2006,11,19,7,11/19/2006,7577
2006,11,20,1,11/20/2006,14053
2006,11,21,2,11/21/2006,14835
2006,11,22,3,11/22/2006,13181
2006,11,23,4,11/23/2006,7521
2006,11,24,5,11/24/2006,9640
2006,11,25,6,11/25/2006,8217
2006,11,26,7,11/26/2006,7585
2006,11,27,1,11/27/2006,13150
2006,11,28,2,11/28/2006,14575
2006,11,29,3,11/29/2006,13997
2006,11,30,4,11/30/2006,13411
2006,12,1,5,12/1/2006,13451
2006,12,2,6,12/2/2006,8740
2006,12,3,7,12/3/2006,7607
2006,12,4,1,12/4/2006,12498
2006,12,5,2,12/5/2006,13859
2006,12,6,3,12/6/2006,13840
2006,12,7,4,12/7/2006,13619
2006,12,8,5,12/8/2006,12945
2006,12,9,6,12/9/2006,8769
2006,12,10,7,12/10/2006,7520
2006,12,11,1,12/11/2006,12803
2006,12,12,2,12/12/2006,14301
2006,12,13,3,12/13/2006,13794
2006,12,14,4,12/14/2006,13993
2006,12,15,5,12/15/2006,13489
2006,12,16,6,12/16/2006,9012
2006,12,17,7,12/17/2006,7741
2006,12,18,1,12/18/2006,13597
2006,12,19,2,12/19/2006,14900
2006,12,20,3,12/20/2006,14900
2006,12,21,4,12/21/2006,14452
2006,12,22,5,12/22/2006,12998
2006,12,23,6,12/23/2006,8318
2006,12,24,7,12/24/2006,6708
2006,12,25,1,12/25/2006,6409
2006,12,26,2,12/26/2006,11087
2006,12,27,3,12/27/2006,14795
2006,12,28,4,12/28/2006,14997
2006,12,29,5,12/29/2006,14402
2006,12,30,6,12/30/2006,9498
2006,12,31,7,12/31/2006,7569
2007,1,1,1,1/1/2007,7322
2007,1,2,2,1/2/2007,11807
2007,1,3,3,1/3/2007,13687
2007,1,4,4,1/4/2007,13564
2007,1,5,5,1/5/2007,13960
2007,1,6,6,1/6/2007,8865
2007,1,7,7,1/7/2007,7580
2007,1,8,1,1/8/2007,12315
2007,1,9,2,1/9/2007,13237
2007,1,10,3,1/10/2007,13264
2007,1,11,4,1/11/2007,13517
2007,1,12,5,1/12/2007,13400
2007,1,13,6,1/13/2007,8670
2007,1,14,7,1/14/2007,7653
2007,1,15,1,1/15/2007,11820
2007,1,16,2,1/16/2007,12825
2007,1,17,3,1/17/2007,13244
2007,1,18,4,1/18/2007,13495
2007,1,19,5,1/19/2007,12921
2007,1,20,6,1/20/2007,8600
2007,1,21,7,1/21/2007,7563
2007,1,22,1,1/22/2007,12454
2007,1,23,2,1/23/2007,13418
2007,1,24,3,1/24/2007,13320
2007,1,25,4,1/25/2007,13448
2007,1,26,5,1/26/2007,13110
2007,1,27,6,1/27/2007,8633
2007,1,28,7,1/28/2007,7633
2007,1,29,1,1/29/2007,12402
2007,1,30,2,1/30/2007,13486
2007,1,31,3,1/31/2007,13308
2007,2,1,4,2/1/2007,13557
2007,2,2,5,2/2/2007,13305
2007,2,3,6,2/3/2007,8821
2007,2,4,7,2/4/2007,7628
2007,2,5,1,2/5/2007,12369
2007,2,6,2,2/6/2007,13495
2007,2,7,3,2/7/2007,13466
2007,2,8,4,2/8/2007,13451
2007,2,9,5,2/9/2007,13419
2007,2,10,6,2/10/2007,8732
2007,2,11,7,2/11/2007,7833
2007,2,12,1,2/12/2007,12792
2007,2,13,2,2/13/2007,13437
2007,2,14,3,2/14/2007,13647
2007,2,15,4,2/15/2007,13642
2007,2,16,5,2/16/2007,13517
2007,2,17,6,2/17/2007,8940
2007,2,18,7,2/18/2007,7791
2007,2,19,1,2/19/2007,11752
2007,2,20,2,2/20/2007,13466
2007,2,21,3,2/21/2007,13470
2007,2,22,4,2/22/2007,13748
2007,2,23,5,2/23/2007,13347
2007,2,24,6,2/24/2007,8732
2007,2,25,7,2/25/2007,7725
2007,2,26,1,2/26/2007,12578
2007,2,27,2,2/27/2007,13591
2007,2,28,3,2/28/2007,13366
2007,3,1,4,3/1/2007,13572
2007,3,2,5,3/2/2007,13244
2007,3,3,6,3/3/2007,8739
2007,3,4,7,3/4/2007,7566
2007,3,5,1,3/5/2007,12480
2007,3,6,2,3/6/2007,13551
2007,3,7,3,3/7/2007,13520
2007,3,8,4,3/8/2007,13751
2007,3,9,5,3/9/2007,13508
2007,3,10,6,3/10/2007,8729
2007,3,11,7,3/11/2007,7390
2007,3,12,1,3/12/2007,12524
2007,3,13,2,3/13/2007,13147
2007,3,14,3,3/14/2007,13311
2007,3,15,4,3/15/2007,13471
2007,3,16,5,3/16/2007,13286
2007,3,17,6,3/17/2007,8791
2007,3,18,7,3/18/2007,7681
2007,3,19,1,3/19/2007,12366
2007,3,20,2,3/20/2007,13844
2007,3,21,3,3/21/2007,13710
2007,3,22,4,3/22/2007,13388
2007,3,23,5,3/23/2007,13464
2007,3,24,6,3/24/2007,8762
2007,3,25,7,3/25/2007,7785
2007,3,26,1,3/26/2007,12462
2007,3,27,2,3/27/2007,13664
2007,3,28,3,3/28/2007,13420
2007,3,29,4,3/29/2007,13171
2007,3,30,5,3/30/2007,13138
2007,3,31,6,3/31/2007,8453
2007,4,1,7,4/1/2007,7372
2007,4,2,1,4/2/2007,12450
2007,4,3,2,4/3/2007,13504
2007,4,4,3,4/4/2007,13729
2007,4,5,4,4/5/2007,13360
2007,4,6,5,4/6/2007,12308
2007,4,7,6,4/7/2007,8253
2007,4,8,7,4/8/2007,6903
2007,4,9,1,4/9/2007,12120
2007,4,10,2,4/10/2007,13564
2007,4,11,3,4/11/2007,13430
2007,4,12,4,4/12/2007,13609
2007,4,13,5,4/13/2007,12168
2007,4,14,6,4/14/2007,8237
2007,4,15,7,4/15/2007,7225
2007,4,16,1,4/16/2007,12502
2007,4,17,2,4/17/2007,13604
2007,4,18,3,4/18/2007,13386
2007,4,19,4,4/19/2007,13358
2007,4,20,5,4/20/2007,13000
2007,4,21,6,4/21/2007,8302
2007,4,22,7,4/22/2007,7590
2007,4,23,1,4/23/2007,12431
2007,4,24,2,4/24/2007,13519
2007,4,25,3,4/25/2007,13368
2007,4,26,4,4/26/2007,13001
2007,4,27,5,4/27/2007,12795
2007,4,28,6,4/28/2007,8302
2007,4,29,7,4/29/2007,7409
2007,4,30,1,4/30/2007,12182
2007,5,1,2,5/1/2007,13902
2007,5,2,3,5/2/2007,13325
2007,5,3,4,5/3/2007,13155
2007,5,4,5,5/4/2007,12773
2007,5,5,6,5/5/2007,8374
2007,5,6,7,5/6/2007,7476
2007,5,7,1,5/7/2007,12250
2007,5,8,2,5/8/2007,13267
2007,5,9,3,5/9/2007,13111
2007,5,10,4,5/10/2007,13504
2007,5,11,5,5/11/2007,13070
2007,5,12,6,5/12/2007,8489
2007,5,13,7,5/13/2007,7260
2007,5,14,1,5/14/2007,12552
2007,5,15,2,5/15/2007,13995
2007,5,16,3,5/16/2007,13723
2007,5,17,4,5/17/2007,13408
2007,5,18,5,5/18/2007,12782
2007,5,19,6,5/19/2007,8560
2007,5,20,7,5/20/2007,7577
2007,5,21,1,5/21/2007,12816
2007,5,22,2,5/22/2007,14143
2007,5,23,3,5/23/2007,13906
2007,5,24,4,5/24/2007,14010
2007,5,25,5,5/25/2007,13670
2007,5,26,6,5/26/2007,8764
2007,5,27,7,5/27/2007,7607
2007,5,28,1,5/28/2007,7917
2007,5,29,2,5/29/2007,13291
2007,5,30,3,5/30/2007,14569
2007,5,31,4,5/31/2007,14245
2007,6,1,5,6/1/2007,13714
2007,6,2,6,6/2/2007,8977
2007,6,3,7,6/3/2007,7813
2007,6,4,1,6/4/2007,12711
2007,6,5,2,6/5/2007,13848
2007,6,6,3,6/6/2007,13703
2007,6,7,4,6/7/2007,13674
2007,6,8,5,6/8/2007,13595
2007,6,9,6,6/9/2007,8810
2007,6,10,7,6/10/2007,7596
2007,6,11,1,6/11/2007,12826
2007,6,12,2,6/12/2007,13969
2007,6,13,3,6/13/2007,13534
2007,6,14,4,6/14/2007,14139
2007,6,15,5,6/15/2007,13563
2007,6,16,6,6/16/2007,8967
2007,6,17,7,6/17/2007,7837
2007,6,18,1,6/18/2007,13178
2007,6,19,2,6/19/2007,14017
2007,6,20,3,6/20/2007,13904
2007,6,21,4,6/21/2007,13837
2007,6,22,5,6/22/2007,13697
2007,6,23,6,6/23/2007,9105
2007,6,24,7,6/24/2007,7710
2007,6,25,1,6/25/2007,12972
2007,6,26,2,6/26/2007,14395
2007,6,27,3,6/27/2007,14318
2007,6,28,4,6/28/2007,14224
2007,6,29,5,6/29/2007,13837
2007,6,30,6,6/30/2007,9016
2007,7,1,7,7/1/2007,7937
2007,7,2,1,7/2/2007,13794
2007,7,3,2,7/3/2007,14814
2007,7,4,3,7/4/2007,9746
2007,7,5,4,7/5/2007,13367
2007,7,6,5,7/6/2007,14143
2007,7,7,6,7/7/2007,10499
2007,7,8,7,7/8/2007,8322
2007,7,9,1,7/9/2007,13473
2007,7,10,2,7/10/2007,14927
2007,7,11,3,7/11/2007,14594
2007,7,12,4,7/12/2007,14115
2007,7,13,5,7/13/2007,13228
2007,7,14,6,7/14/2007,9327
2007,7,15,7,7/15/2007,7983
2007,7,16,1,7/16/2007,13483
2007,7,17,2,7/17/2007,14828
2007,7,18,3,7/18/2007,14349
2007,7,19,4,7/19/2007,14169
2007,7,20,5,7/20/2007,14070
2007,7,21,6,7/21/2007,9356
2007,7,22,7,7/22/2007,7963
2007,7,23,1,7/23/2007,13293
2007,7,24,2,7/24/2007,14783
2007,7,25,3,7/25/2007,14510
2007,7,26,4,7/26/2007,14212
2007,7,27,5,7/27/2007,14354
2007,7,28,6,7/28/2007,9258
2007,7,29,7,7/29/2007,8116
2007,7,30,1,7/30/2007,13439
2007,7,31,2,7/31/2007,14409
2007,8,1,3,8/1/2007,14627
2007,8,2,4,8/2/2007,14241
2007,8,3,5,8/3/2007,13961
2007,8,4,6,8/4/2007,9083
2007,8,5,7,8/5/2007,8160
2007,8,6,1,8/6/2007,13318
2007,8,7,2,8/7/2007,14670
2007,8,8,3,8/8/2007,14477
2007,8,9,4,8/9/2007,14314
2007,8,10,5,8/10/2007,13836
2007,8,11,6,8/11/2007,9200
2007,8,12,7,8/12/2007,7945
2007,8,13,1,8/13/2007,13199
2007,8,14,2,8/14/2007,14695
2007,8,15,3,8/15/2007,14629
2007,8,16,4,8/16/2007,14674
2007,8,17,5,8/17/2007,14136
2007,8,18,6,8/18/2007,9332
2007,8,19,7,8/19/2007,8115
2007,8,20,1,8/20/2007,13496
2007,8,21,2,8/21/2007,14541
2007,8,22,3,8/22/2007,14344
2007,8,23,4,8/23/2007,14447
2007,8,24,5,8/24/2007,14162
2007,8,25,6,8/25/2007,9234
2007,8,26,7,8/26/2007,8025
2007,8,27,1,8/27/2007,13187
2007,8,28,2,8/28/2007,14959
2007,8,29,3,8/29/2007,14517
2007,8,30,4,8/30/2007,14668
2007,8,31,5,8/31/2007,14163
2007,9,1,6,9/1/2007,9465
2007,9,2,7,9/2/2007,7957
2007,9,3,1,9/3/2007,8397
2007,9,4,2,9/4/2007,13600
2007,9,5,3,9/5/2007,15440
2007,9,6,4,9/6/2007,15010
2007,9,7,5,9/7/2007,14818
2007,9,8,6,9/8/2007,9745
2007,9,9,7,9/9/2007,8389
2007,9,10,1,9/10/2007,13844
2007,9,11,2,9/11/2007,14063
2007,9,12,3,9/12/2007,14960
2007,9,13,4,9/13/2007,14525
2007,9,14,5,9/14/2007,14603
2007,9,15,6,9/15/2007,9807
2007,9,16,7,9/16/2007,8283
2007,9,17,1,9/17/2007,13798
2007,9,18,2,9/18/2007,15194
2007,9,19,3,9/19/2007,14783
2007,9,20,4,9/20/2007,15139
2007,9,21,5,9/21/2007,14473
2007,9,22,6,9/22/2007,9604
2007,9,23,7,9/23/2007,8512
2007,9,24,1,9/24/2007,13534
2007,9,25,2,9/25/2007,14788
2007,9,26,3,9/26/2007,14417
2007,9,27,4,9/27/2007,14519
2007,9,28,5,9/28/2007,13926
2007,9,29,6,9/29/2007,9198
2007,9,30,7,9/30/2007,7983
2007,10,1,1,10/1/2007,13244
2007,10,2,2,10/2/2007,14231
2007,10,3,3,10/3/2007,14021
2007,10,4,4,10/4/2007,13756
2007,10,5,5,10/5/2007,13649
2007,10,6,6,10/6/2007,8901
2007,10,7,7,10/7/2007,7858
2007,10,8,1,10/8/2007,12582
2007,10,9,2,10/9/2007,14033
2007,10,10,3,10/10/2007,14086
2007,10,11,4,10/11/2007,13580
2007,10,12,5,10/12/2007,13400
2007,10,13,6,10/13/2007,8756
2007,10,14,7,10/14/2007,7579
2007,10,15,1,10/15/2007,12987
2007,10,16,2,10/16/2007,14039
2007,10,17,3,10/17/2007,13783
2007,10,18,4,10/18/2007,13581
2007,10,19,5,10/19/2007,13437
2007,10,20,6,10/20/2007,8607
2007,10,21,7,10/21/2007,7723
2007,10,22,1,10/22/2007,12730
2007,10,23,2,10/23/2007,13681
2007,10,24,3,10/24/2007,13771
2007,10,25,4,10/25/2007,13874
2007,10,26,5,10/26/2007,13223
2007,10,27,6,10/27/2007,8806
2007,10,28,7,10/28/2007,7560
2007,10,29,1,10/29/2007,12648
2007,10,30,2,10/30/2007,13389
2007,10,31,3,10/31/2007,11757
2007,11,1,4,11/1/2007,13926
2007,11,2,5,11/2/2007,13803
2007,11,3,6,11/3/2007,8837
2007,11,4,7,11/4/2007,7975
2007,11,5,1,11/5/2007,13023
2007,11,6,2,11/6/2007,14159
2007,11,7,3,11/7/2007,13905
2007,11,8,4,11/8/2007,13734
2007,11,9,5,11/9/2007,13542
2007,11,10,6,11/10/2007,8755
2007,11,11,7,11/11/2007,7920
2007,11,12,1,11/12/2007,12746
2007,11,13,2,11/13/2007,13640
2007,11,14,3,11/14/2007,13850
2007,11,15,4,11/15/2007,14432
2007,11,16,5,11/16/2007,14156
2007,11,17,6,11/17/2007,9123
2007,11,18,7,11/18/2007,7898
2007,11,19,1,11/19/2007,13944
2007,11,20,2,11/20/2007,14808
2007,11,21,3,11/21/2007,13230
2007,11,22,4,11/22/2007,7567
2007,11,23,5,11/23/2007,9598
2007,11,24,6,11/24/2007,8380
2007,11,25,7,11/25/2007,7668
2007,11,26,1,11/26/2007,13192
2007,11,27,2,11/27/2007,14707
2007,11,28,3,11/28/2007,14030
2007,11,29,4,11/29/2007,13821
2007,11,30,5,11/30/2007,12966
2007,12,1,6,12/1/2007,8761
2007,12,2,7,12/2/2007,7676
2007,12,3,1,12/3/2007,12581
2007,12,4,2,12/4/2007,13878
2007,12,5,3,12/5/2007,13695
2007,12,6,4,12/6/2007,13514
2007,12,7,5,12/7/2007,13168
2007,12,8,6,12/8/2007,8676
2007,12,9,7,12/9/2007,7603
2007,12,10,1,12/10/2007,12759
2007,12,11,2,12/11/2007,13962
2007,12,12,3,12/12/2007,13906
2007,12,13,4,12/13/2007,13418
2007,12,14,5,12/14/2007,13267
2007,12,15,6,12/15/2007,8654
2007,12,16,7,12/16/2007,7636
2007,12,17,1,12/17/2007,13455
2007,12,18,2,12/18/2007,14983
2007,12,19,3,12/19/2007,14941
2007,12,20,4,12/20/2007,15214
2007,12,21,5,12/21/2007,14808
2007,12,22,6,12/22/2007,9194
2007,12,23,7,12/23/2007,7398
2007,12,24,1,12/24/2007,7727
2007,12,25,2,12/25/2007,6624
2007,12,26,3,12/26/2007,12306
2007,12,27,4,12/27/2007,15590
2007,12,28,5,12/28/2007,15555
2007,12,29,6,12/29/2007,9961
2007,12,30,7,12/30/2007,8191
2007,12,31,1,12/31/2007,11102
2008,1,1,2,1/1/2008,8014
2008,1,2,3,1/2/2008,11729
2008,1,3,4,1/3/2008,13691
2008,1,4,5,1/4/2008,13799
2008,1,5,6,1/5/2008,9113
2008,1,6,7,1/6/2008,7610
2008,1,7,1,1/7/2008,12335
2008,1,8,2,1/8/2008,13336
2008,1,9,3,1/9/2008,13022
2008,1,10,4,1/10/2008,13617
2008,1,11,5,1/11/2008,13412
2008,1,12,6,1/12/2008,8712
2008,1,13,7,1/13/2008,7407
2008,1,14,1,1/14/2008,12566
2008,1,15,2,1/15/2008,13344
